Entry_No,Date,Description,WorkDescription,Contact_No,Contact_Name,Contact_Company_Name,Duration_Min,Salesperson_Code,User_ID,Quote_ID,Quote_Amount,Quote_Age_Days,Customer_Type,Source_Channel,Product_Type,Past_Interactions,Prior_Orders,Salesperson,Lead_Priority
1063,2024-05-18,Service call,Inspect equipment,16639495,Brandon Johnson,Jordan Inc,96,106,377,Q1162,348291,3,Corporate,Website,High-margin,"3 (calls, visits)",14,PMKILONZO,High Priority
1064,2024-05-27,Consultation,Upgrade system,73351200,Vernon Nguyen,Mccoy Ltd,121,445,396,Q1163,275140,22,Individual,Email,High-margin,"5 (calls, visits)",2,PMNYABUTO,Medium Priority
1065,2024-08-24,Service call,Inspect equipment,39320666,Kathleen Gutierrez,Johnson-Morrow,176,858,348,Q1164,193001,14,Individual,Referral,Low-margin,"3 (calls, visits)",3,PMNYABUTO,Medium Priority
1066,2025-04-11,Installation request,Upgrade system,32972325,Sharon Moore,Hayes-Harris,97,514,372,Q1165,296412,28,Government,Referral,Low-margin,"4 (calls, visits)",9,PMMULWA,Medium Priority
1067,2024-09-16,Installation request,Inspect equipment,02478758,Teresa Mcdonald,Taylor-Taylor,55,369,305,Q1166,451763,30,Corporate,Email,High-margin,"5 (calls, visits)",8,PMOMONDI,Medium Priority
1068,2024-09-16,Consultation,Inspect equipment,37487080,Matthew Moreno,"Simon, Clarke and Schaefer",35,445,336,Q1167,111818,3,NGO,FloApp,High-margin,2 (calls),5,PMMULWA,Medium Priority
1069,2024-07-03,Installation request,Install product,84519236,Molly Turner,Maldonado-Gardner,69,445,318,Q1168,75319,6,Government,Referral,Low-margin,1 (visit),1,PMOMONDI,Medium Priority
1070,2025-03-31,Consultation,Repair machinery,21278815,Mindy Hernandez,Young-Avila,11,858,303,Q1169,218745,6,NGO,Referral,High-margin,"4 (calls, visits)",4,PMKILONZO,Medium Priority
1071,2025-02-17,Installation request,Install product,78360729,Kelsey Jackson,James and Sons,40,858,355,Q1170,283607,8,Contractor,Walk-in,Mixed,"6 (calls, visits, emails)",3,PMMULWA,Medium Priority
1072,2024-08-18,Service call,Repair machinery,45773643,Jean Hess,Powell-Mitchell,29,445,320,Q1171,290845,10,NGO,Shopify,Low-margin,"5 (calls, visits)",2,PMMULWA,Medium Priority
1073,2025-03-12,Service call,Upgrade system,52686218,Luis Clark,"Hammond, Tanner and Fowler",35,106,340,Q1172,124823,26,Government,Email,Mixed,"6 (calls, visits, emails)",1,PMAMAI,Medium Priority
1074,2025-04-15,Service call,Repair machinery,80504528,David Glover,Guerrero and Sons,160,858,328,Q1173,378028,6,NGO,Shopify,High-margin,2 (calls),15,PMMULWA,Medium Priority
1075,2024-11-01,Service call,Repair machinery,75087968,Michael Brady,Prince PLC,172,514,366,Q1174,474397,23,Corporate,Walk-in,High-margin,1 (visit),15,PMOMONDI,Medium Priority
1076,2024-08-07,Consultation,Repair machinery,28677822,Aaron White,Johnson and Sons,55,514,353,Q1175,385700,8,Government,Shopify,Low-margin,2 (calls),11,PMKILONZO,Medium Priority
1077,2024-12-09,Consultation,Repair machinery,31092709,Brandi Stewart,"Luna, Lee and Hall",86,369,337,Q1176,375211,15,Reseller,Email,High-margin,"3 (calls, visits)",15,PMMULWA,Medium Priority
1078,2024-06-01,Service call,Repair machinery,78818753,Jason Silva,"Alvarez, Roberts and Phillips",38,445,353,Q1177,259447,10,Individual,Email,High-margin,2 (calls),14,PMMULWA,Medium Priority
1079,2024-12-27,Consultation,Install product,97817045,Mary Simmons,Tran and Sons,98,858,390,Q1178,92139,24,Reseller,Shopify,Low-margin,"6 (calls, visits, emails)",7,PMAMAI,Medium Priority
1080,2024-05-19,Installation request,Inspect equipment,10403376,Joseph Martin,Nelson-George,139,369,400,Q1179,239436,1,Government,FloApp,High-margin,"3 (calls, visits)",13,PMKILONZO,Medium Priority
1081,2024-06-04,Installation request,Upgrade system,63942339,Justin Cline,Edwards-Orr,112,445,306,Q1180,165675,15,Corporate,Walk-in,High-margin,1 (visit),9,PMKILONZO,Medium Priority
1082,2024-10-30,Installation request,Repair machinery,96161609,Lawrence Merritt,"Shea, Soto and Vargas",156,369,368,Q1181,133108,24,Corporate,Website,Mixed,"5 (calls, visits)",10,PMNYABUTO,Medium Priority
1083,2025-04-01,Consultation,Install product,32110085,Lisa Mckee,Murphy Group,15,858,311,Q1182,434171,22,NGO,FloApp,Low-margin,"5 (calls, visits)",2,PMAMAI,Low Priority
1084,2024-08-08,Consultation,Repair machinery,36763601,Jenna Willis,Montoya PLC,102,106,325,Q1183,107309,26,Government,Shopify,Mixed,2 (calls),9,PMNYABUTO,Medium Priority
1085,2025-02-05,Installation request,Inspect equipment,10639632,Jessica Walter,Lawson-Andrews,115,369,370,Q1184,409478,7,Contractor,Website,Mixed,"5 (calls, visits)",3,PMOMONDI,Medium Priority
1086,2024-10-16,Installation request,Upgrade system,77190097,Kevin Dawson,Nelson PLC,20,369,336,Q1185,183055,0,Individual,Email,Low-margin,2 (calls),1,PMMULWA,Medium Priority
1087,2024-06-19,Consultation,Install product,08635418,Mr. Jason Cummings DVM,Hobbs-Gilbert,106,858,316,Q1186,454022,23,NGO,Website,High-margin,"5 (calls, visits)",13,PMAMAI,Medium Priority
1088,2024-09-17,Service call,Repair machinery,41712014,Taylor Brown,Walker-Holmes,34,106,350,Q1187,126860,26,Government,FloApp,Low-margin,"4 (calls, visits)",0,PMMULWA,Low Priority
1089,2024-08-04,Installation request,Upgrade system,70518986,Nathan Delacruz,"Nolan, Taylor and Smith",61,514,333,Q1188,368959,18,Reseller,Shopify,High-margin,1 (visit),7,PMKILONZO,Medium Priority
1090,2024-11-30,Consultation,Inspect equipment,12135682,Regina Cannon,Cline-Morgan,133,445,389,Q1189,304552,16,Individual,Shopify,High-margin,"4 (calls, visits)",12,PMMULWA,Medium Priority
1091,2024-06-29,Consultation,Install product,63973744,Kevin Miles,Robertson PLC,125,369,373,Q1190,38050,12,Individual,Shopify,High-margin,"5 (calls, visits)",3,PMMULWA,Medium Priority
1092,2024-07-10,Installation request,Repair machinery,04163640,Jonathan Mclaughlin,Ball-Young,171,514,312,Q1191,319065,5,Individual,Shopify,Low-margin,1 (visit),4,PMKILONZO,Low Priority
1093,2025-04-29,Consultation,Upgrade system,29053442,Amanda Gonzalez,"Marsh, Johnson and Charles",143,106,397,Q1192,146860,1,Reseller,FloApp,High-margin,"6 (calls, visits, emails)",10,PMNYABUTO,Medium Priority
1094,2024-08-09,Service call,Inspect equipment,83301138,Lori Hale,"Hanna, Hancock and Nelson",154,106,352,Q1193,481879,0,NGO,Email,High-margin,"5 (calls, visits)",15,PMOMONDI,High Priority
1095,2024-11-06,Installation request,Inspect equipment,48699338,Ernest Chen,Allen PLC,176,369,341,Q1194,266891,22,Reseller,Referral,Low-margin,"6 (calls, visits, emails)",2,PMAMAI,Medium Priority
1096,2024-10-30,Installation request,Install product,88574300,Richard Salazar,Frazier-Henry,106,369,396,Q1195,32143,5,Government,Email,High-margin,2 (calls),14,PMAMAI,Medium Priority
1097,2024-10-18,Service call,Upgrade system,28688856,Michael Cobb,Montoya-Perry,136,369,380,Q1196,446083,16,Reseller,Walk-in,Low-margin,"5 (calls, visits)",13,PMKILONZO,Medium Priority
1098,2025-04-28,Service call,Inspect equipment,11843808,Jose Jones,Barker-Hale,40,858,337,Q1197,402457,29,Corporate,FloApp,Low-margin,"5 (calls, visits)",11,PMOMONDI,Medium Priority
1099,2025-02-25,Consultation,Repair machinery,74747467,Cheryl Smith,"Smith, Jackson and Gardner",46,445,366,Q1198,384149,6,Government,Email,High-margin,"5 (calls, visits)",8,PMKILONZO,Medium Priority
1100,2024-05-29,Installation request,Repair machinery,55906452,Kristina Carrillo,Jackson-Velazquez,94,369,321,Q1199,299925,22,Reseller,Website,High-margin,2 (calls),4,PMKILONZO,Medium Priority
1101,2024-08-23,Service call,Install product,07887447,Barbara Wells,"Ramirez, Ashley and Torres",89,369,325,Q1200,388879,3,Government,Shopify,High-margin,1 (visit),14,PMOMONDI,Medium Priority
1102,2024-07-18,Service call,Install product,50613750,Rodney Alvarez,Pacheco-Porter,99,106,328,Q1201,205857,20,Contractor,Walk-in,High-margin,"4 (calls, visits)",9,PMMULWA,Medium Priority
1103,2024-08-17,Consultation,Upgrade system,36589803,Robert Chapman,"Harris, Zuniga and Powell",75,106,369,Q1202,361382,21,Individual,Website,Low-margin,1 (visit),6,PMMULWA,Medium Priority
1104,2024-10-06,Service call,Inspect equipment,77555765,Brandon Barnes,"Pace, Gonzalez and Rivera",154,514,316,Q1203,442796,16,Government,Email,Low-margin,"3 (calls, visits)",8,PMOMONDI,Medium Priority
1105,2024-07-10,Consultation,Upgrade system,98057639,Sarah Brown,Herring Inc,63,369,300,Q1204,435708,7,Individual,Website,Mixed,"5 (calls, visits)",4,PMNYABUTO,Medium Priority
1106,2024-05-09,Service call,Upgrade system,98531533,Thomas White,Murphy Group,10,445,309,Q1205,494737,1,Individual,Referral,Mixed,"4 (calls, visits)",15,PMMULWA,Medium Priority
1107,2024-08-21,Installation request,Install product,72141988,Robert Mcdowell,"Blackwell, Miles and Myers",71,106,350,Q1206,222818,24,Reseller,Email,High-margin,"3 (calls, visits)",10,PMOMONDI,Medium Priority
1108,2024-07-29,Service call,Repair machinery,79300859,Caitlin Richardson,Boyd PLC,52,445,391,Q1207,99912,26,Reseller,Referral,High-margin,"6 (calls, visits, emails)",8,PMAMAI,Medium Priority
1109,2025-03-30,Consultation,Upgrade system,77341154,Michael Martin,"Atkinson, Crosby and Black",176,445,322,Q1208,38262,27,NGO,Shopify,Low-margin,"3 (calls, visits)",13,PMNYABUTO,Low Priority
1110,2024-11-22,Consultation,Repair machinery,63735838,Breanna Davis,"Mathews, Holloway and Johnson",107,445,322,Q1209,416972,0,Individual,Shopify,High-margin,2 (calls),0,PMOMONDI,Medium Priority
1111,2024-07-16,Installation request,Inspect equipment,96383925,Joyce Peterson,"Mccarty, Reynolds and Johnson",34,445,332,Q1210,288608,29,Contractor,Referral,High-margin,"6 (calls, visits, emails)",8,PMKILONZO,High Priority
1112,2024-12-16,Installation request,Install product,96790148,Keith Tyler,Harris-Miller,74,445,380,Q1211,55003,18,Contractor,Email,Mixed,"5 (calls, visits)",14,PMKILONZO,Medium Priority
1113,2025-02-16,Service call,Upgrade system,15135226,Nicole Smith,Beltran-Bailey,175,106,313,Q1212,45024,11,Contractor,Referral,Mixed,2 (calls),5,PMNYABUTO,Medium Priority
1114,2024-12-20,Service call,Upgrade system,50078514,Brian Brown,Brown-Harrell,40,514,356,Q1213,359222,22,Contractor,FloApp,High-margin,"5 (calls, visits)",8,PMNYABUTO,Medium Priority
1115,2024-05-16,Consultation,Install product,80856744,Ian Collier,"Allen, Burnett and Orozco",95,445,390,Q1214,113716,28,Government,Email,Mixed,"5 (calls, visits)",0,PMKILONZO,Medium Priority
1116,2024-11-14,Installation request,Install product,75436806,Oscar Flores,Castro-Goodwin,26,369,397,Q1215,287943,4,Corporate,FloApp,High-margin,"4 (calls, visits)",1,PMMULWA,Medium Priority
1117,2025-01-20,Consultation,Repair machinery,96570754,Wesley Hall,Robertson LLC,139,858,322,Q1216,358080,23,Contractor,FloApp,High-margin,"3 (calls, visits)",3,PMMULWA,Medium Priority
1118,2024-10-11,Installation request,Install product,44365196,Holly Callahan,Moore-Robinson,154,858,311,Q1217,85954,29,Contractor,Walk-in,Low-margin,2 (calls),10,PMOMONDI,Medium Priority
1119,2025-01-26,Consultation,Install product,45284632,Catherine Finley,Floyd Group,53,514,327,Q1218,359467,11,Reseller,Website,Mixed,2 (calls),9,PMNYABUTO,Medium Priority
1120,2025-01-18,Consultation,Repair machinery,71030627,Bruce Haynes,Bell and Sons,89,514,348,Q1219,395102,9,Individual,FloApp,High-margin,"3 (calls, visits)",13,PMNYABUTO,Medium Priority
1121,2025-04-09,Service call,Inspect equipment,98710250,Kenneth Brooks,Rodriguez-Hanson,61,369,337,Q1220,160976,22,Reseller,FloApp,High-margin,"3 (calls, visits)",11,PMMULWA,Medium Priority
1122,2025-03-07,Consultation,Upgrade system,21320304,Selena Williams,Caldwell Group,171,369,304,Q1221,462635,18,Reseller,Walk-in,Low-margin,2 (calls),13,PMMULWA,Medium Priority
1123,2024-09-20,Consultation,Inspect equipment,73776693,David Barber,Mclean-Yang,63,445,389,Q1222,289118,17,Corporate,FloApp,High-margin,2 (calls),8,PMNYABUTO,Medium Priority
1124,2024-06-13,Installation request,Inspect equipment,95145007,Mallory James,"Stokes, Mitchell and Phillips",18,514,366,Q1223,370155,20,Individual,Shopify,High-margin,"5 (calls, visits)",10,PMMULWA,Medium Priority
1125,2024-08-12,Consultation,Upgrade system,96632084,Rachel Carey,"Maldonado, Buchanan and Marshall",178,106,304,Q1224,194015,22,Contractor,Email,High-margin,1 (visit),5,PMKILONZO,Medium Priority
1126,2024-11-25,Installation request,Inspect equipment,14620895,Jacob Williams,Thompson-Ball,96,514,323,Q1225,212697,9,Individual,Shopify,Low-margin,1 (visit),14,PMOMONDI,Medium Priority
1127,2024-05-30,Installation request,Upgrade system,99538249,Chad Evans,"Lopez, Medina and Jensen",112,858,331,Q1226,157421,23,NGO,Referral,High-margin,"6 (calls, visits, emails)",12,PMMULWA,Medium Priority
1128,2024-05-11,Service call,Repair machinery,03808818,Veronica Wood,"Gomez, Larson and Johnson",139,514,353,Q1227,248291,24,NGO,Referral,High-margin,1 (visit),5,PMOMONDI,Medium Priority
1129,2025-04-19,Service call,Inspect equipment,73591668,Pamela Manning,Foster PLC,162,106,325,Q1228,322789,24,Individual,Walk-in,Low-margin,1 (visit),2,PMMULWA,Low Priority
1130,2024-05-28,Service call,Inspect equipment,78251535,Eric Bradley,Rose PLC,127,858,321,Q1229,266480,0,Corporate,Walk-in,High-margin,2 (calls),9,PMMULWA,High Priority
1131,2025-01-08,Service call,Repair machinery,91731598,Jennifer Allen,"Callahan, Cooper and Alvarez",70,369,355,Q1230,72273,23,Individual,Walk-in,Low-margin,"3 (calls, visits)",0,PMKILONZO,Low Priority
1132,2024-06-29,Service call,Inspect equipment,80237457,Stephanie Key,Flores Inc,35,858,370,Q1231,385073,12,Corporate,Walk-in,Mixed,"6 (calls, visits, emails)",12,PMKILONZO,High Priority
1133,2024-07-15,Consultation,Repair machinery,36199899,James Miller,"Callahan, West and Myers",34,858,316,Q1232,191910,24,Individual,Shopify,Low-margin,"3 (calls, visits)",13,PMOMONDI,Medium Priority
1134,2024-05-18,Installation request,Install product,53202836,Anthony Collins,"Huang, Thomas and Smith",98,858,385,Q1233,413198,18,Contractor,Walk-in,Mixed,2 (calls),7,PMMULWA,Medium Priority
1135,2024-05-17,Installation request,Inspect equipment,98677874,Carol Davis,"Hunt, Moses and Lee",138,514,378,Q1234,339137,24,Reseller,Website,Low-margin,2 (calls),15,PMNYABUTO,Medium Priority
1136,2024-08-19,Service call,Repair machinery,10544972,David Simmons,Neal-Padilla,87,858,311,Q1235,203041,12,Corporate,Walk-in,High-margin,"3 (calls, visits)",9,PMKILONZO,Medium Priority
1137,2024-07-31,Consultation,Upgrade system,51268425,Olivia Lee,Bean LLC,18,445,353,Q1236,119119,5,Reseller,Email,Low-margin,1 (visit),14,PMAMAI,Medium Priority
1138,2025-03-29,Installation request,Install product,55564005,Nicole Peterson,"Owen, Wagner and Colon",177,858,301,Q1237,109349,10,Individual,Referral,Low-margin,"6 (calls, visits, emails)",14,PMAMAI,Medium Priority
1139,2024-08-17,Installation request,Upgrade system,08194505,Louis Jones,Velez-Massey,118,514,338,Q1238,247812,8,Corporate,Email,High-margin,"4 (calls, visits)",11,PMKILONZO,Medium Priority
1140,2024-06-05,Consultation,Inspect equipment,47427634,Christopher Roman,"Crawford, Wilson and Sanchez",146,445,314,Q1239,436825,5,Reseller,Referral,Low-margin,"6 (calls, visits, emails)",2,PMNYABUTO,Medium Priority
1141,2024-06-06,Service call,Inspect equipment,15347804,Elizabeth Buchanan,Rice-Anderson,161,445,325,Q1240,294953,26,Government,Email,Mixed,"4 (calls, visits)",1,PMKILONZO,Medium Priority
1142,2025-03-12,Installation request,Install product,42537591,Dylan Ward,Stone Group,41,858,358,Q1241,217468,1,Government,Email,High-margin,"4 (calls, visits)",10,PMMULWA,Medium Priority
1143,2024-07-31,Service call,Inspect equipment,40900623,Caleb Perez,"Mccoy, Khan and Stevenson",55,445,345,Q1242,243659,0,Reseller,FloApp,High-margin,1 (visit),3,PMMULWA,Medium Priority
1144,2024-08-08,Consultation,Install product,55321257,Timothy Tate,"Watson, Mccarty and Johnson",146,858,331,Q1243,116872,2,Government,Website,High-margin,2 (calls),15,PMKILONZO,High Priority
1145,2024-06-17,Installation request,Inspect equipment,37194303,Jerry Estes,"Kelley, Smith and Sherman",127,106,331,Q1244,457837,28,Corporate,Referral,Low-margin,1 (visit),2,PMMULWA,Medium Priority
1146,2024-05-05,Installation request,Install product,11379323,Ronald Davis MD,"Payne, Morris and Brooks",47,106,392,Q1245,359398,25,Contractor,Shopify,Low-margin,"6 (calls, visits, emails)",2,PMMULWA,Medium Priority
1147,2024-09-04,Consultation,Inspect equipment,48730292,Joanne Potter,Wright-Bailey,118,858,302,Q1246,121432,30,Corporate,FloApp,Low-margin,"6 (calls, visits, emails)",2,PMKILONZO,Medium Priority
1148,2024-06-21,Service call,Repair machinery,62572118,Dawn Moore,Prince-Mcclain,156,445,338,Q1247,347741,16,Government,Walk-in,Low-margin,1 (visit),11,PMOMONDI,Medium Priority
1149,2025-03-20,Installation request,Repair machinery,51180785,Margaret Barajas,Cook LLC,121,445,395,Q1248,386162,24,Individual,FloApp,Low-margin,1 (visit),12,PMNYABUTO,Low Priority
1150,2025-03-30,Consultation,Inspect equipment,78823753,Robert Bennett,Young LLC,79,514,352,Q1249,133599,0,Reseller,Email,High-margin,"3 (calls, visits)",14,PMOMONDI,Medium Priority
1151,2025-02-25,Consultation,Inspect equipment,48287137,John Nelson,"Charles, Howard and Edwards",34,369,328,Q1250,34475,22,NGO,Walk-in,High-margin,"3 (calls, visits)",14,PMOMONDI,Medium Priority
1152,2024-07-13,Installation request,Inspect equipment,92552139,Shannon Rivera,"Flynn, Jimenez and Grimes",148,858,360,Q1251,317372,0,NGO,FloApp,High-margin,"4 (calls, visits)",4,PMKILONZO,Medium Priority
1153,2024-06-27,Consultation,Upgrade system,36486223,Diana Jones,Bowen Ltd,63,106,389,Q1252,114135,21,Reseller,FloApp,High-margin,"6 (calls, visits, emails)",2,PMKILONZO,Medium Priority
1154,2025-03-13,Consultation,Inspect equipment,19841384,Diana Knight,"Hunter, Watkins and Hernandez",31,369,395,Q1253,302658,11,NGO,FloApp,Low-margin,"4 (calls, visits)",14,PMAMAI,Medium Priority
1155,2024-08-28,Service call,Repair machinery,46743713,Megan Nguyen,Rodriguez-Stevens,169,445,372,Q1254,251246,13,Contractor,FloApp,Low-margin,"4 (calls, visits)",7,PMKILONZO,Medium Priority
1156,2025-01-18,Consultation,Repair machinery,30279517,Leslie Collins,Johnson-Walker,106,106,315,Q1255,75845,12,Individual,Walk-in,Mixed,"5 (calls, visits)",9,PMNYABUTO,Medium Priority
1157,2025-04-09,Service call,Upgrade system,65816306,Jared Gray,Hubbard and Sons,150,858,345,Q1256,418887,6,Reseller,Referral,High-margin,"3 (calls, visits)",3,PMMULWA,Medium Priority
1158,2024-12-14,Consultation,Upgrade system,11891556,Richard Kelley,Donaldson Inc,67,858,363,Q1257,421795,14,NGO,Shopify,High-margin,2 (calls),12,PMMULWA,Medium Priority
1159,2025-01-07,Service call,Inspect equipment,60092036,Amber Mcbride,"Henderson, Marks and Johnson",128,369,387,Q1258,76549,12,Government,Email,High-margin,"4 (calls, visits)",13,PMNYABUTO,Medium Priority
1160,2024-09-29,Consultation,Install product,11402583,Melissa Miller,Obrien-Zimmerman,168,369,317,Q1259,344661,19,Government,Website,Low-margin,"6 (calls, visits, emails)",13,PMAMAI,Medium Priority
1161,2024-07-17,Installation request,Repair machinery,31580407,Steven Cook,Johnson-Walker,52,106,380,Q1260,272418,21,Contractor,FloApp,High-margin,"5 (calls, visits)",12,PMOMONDI,Medium Priority
1162,2024-07-25,Consultation,Repair machinery,93076239,Patricia Daniel,Young-Booker,51,858,347,Q1261,404091,27,Individual,Walk-in,High-margin,"6 (calls, visits, emails)",6,PMMULWA,Medium Priority
1163,2024-07-29,Service call,Inspect equipment,10912455,Alexandra Bennett,Ruiz-Reed,26,514,326,Q1262,327829,14,Reseller,Walk-in,Low-margin,"4 (calls, visits)",7,PMNYABUTO,Medium Priority
